15,17,8,18,3,0,2,7,5,9,4,10,14,1,12,6,11,13,16
16,13,11,6,12,1,14,10,4,9,5,7,2,0,3,15,17,8,18
2,0,3,15,17,8,18,14,1,12,6,11,13,16,10,4,9,7,5
16,13,10,11,6,12,1,14,4,9,5,7,2,0,3,18,8,17,15
5,7,2,9,4,10,16,13,11,6,12,1,14,0,3,18,8,17,15
15,17,8,18,3,0,2,7,5,9,4,10,14,1,12,6,11,13,16
5,7,2,15,17,8,18,3,0,1,12,14,9,4,10,16,13,11,6
12,1,14,0,3,18,8,17,15,2,7,5,9,4,10,6,11,13,16
16,13,11,6,10,4,9,5,7,2,15,17,8,18,3,0,14,1,12
1,12,6,11,13,16,10,4,9,5,7,2,14,0,3,18,8,17,15
16,13,11,6,12,1,14,0,3,18,8,17,15,2,7,5,9,4,10
16,13,11,6,12,1,3,18,8,17,15,2,0,14,10,4,9,7,5
16,13,11,6,12,1,14,10,4,9,5,7,2,0,3,18,8,17,15
16,13,11,6,10,4,9,5,7,2,15,17,8,18,3,0,14,1,12
16,13,11,6,12,1,8,17,15,18,3,0,14,10,4,9,2,7,5
12,1,8,17,15,18,3,0,14,2,7,5,9,4,10,6,11,13,16
12,6,11,13,16,10,4,9,5,7,2,15,17,8,18,3,0,14,1
16,13,11,6,12,1,14,10,4,9,5,7,2,0,3,18,8,17,15
16,13,10,11,6,12,1,14,4,9,5,7,2,0,3,18,8,17,15
5,7,2,9,4,10,16,13,11,6,12,1,14,0,3,18,8,17,15
5,7,9,4,10,16,13,11,6,12,1,14,0,3,18,8,17,15,2
5,7,9,2,18,8,17,15,3,0,1,12,14,4,10,6,11,13,16
16,13,11,6,12,1,0,2,7,5,9,4,10,14,3,18,8,17,15
1,12,6,11,13,16,10,4,9,5,7,2,14,0,3,18,8,17,15
15,17,8,18,2,7,5,9,4,14,0,3,1,12,6,11,10,13,16
1,12,6,11,13,16,10,14,8,17,15,18,3,0,2,7,5,9,4
6,11,13,16,10,4,9,5,7,2,18,8,17,15,3,0,14,1,12
16,13,11,6,12,1,14,10,4,9,5,7,2,0,3,18,8,17,15
15,17,8,18,1,12,6,11,13,16,10,14,4,9,5,7,2,0,3
16,13,11,6,12,1,3,18,8,17,15,2,0,14,10,4,9,7,5
16,13,11,6,10,4,9,5,7,2,18,8,17,15,3,0,14,1,12
16,13,10,11,6,12,1,14,4,9,5,7,2,0,3,18,8,17,15
16,13,11,6,10,5,7,2,9,4,14,12,1,0,3,18,8,17,15
16,13,11,6,12,1,14,10,4,9,5,7,2,0,3,18,8,17,15
16,13,11,6,12,1,14,10,4,9,5,7,2,0,3,18,8,17,15
15,17,8,18,3,0,2,7,5,9,4,10,14,1,12,6,11,13,16
16,13,11,6,12,1,14,0,3,18,8,17,15,2,7,5,9,4,10
16,13,11,6,12,1,14,10,4,9,5,7,2,0,3,18,8,17,15
16,13,11,6,12,1,14,10,5,7,9,4,2,0,3,18,8,17,15
16,13,10,4,11,6,12,1,14,9,5,7,2,0,3,18,8,17,15
