15,17,8,18,3,0,14,4,9,7,6,2,13,11,10,16,5,12,1,10,4,5
15,17,8,18,3,0,14,10,4,9,13,7,16,2,12,11,1,6,5,10,4,5
15,17,8,18,3,0,14,9,4,10,11,5,16,1,12,7,2,13,6,10,4,5
15,17,18,3,2,9,4,10,6,11,14,1,13,8,7,5,0,16,12,10,4,5
0,3,18,8,17,15,2,4,9,14,1,6,7,5,10,16,13,12,11,4,6,9
8,17,15,18,3,0,14,10,4,9,6,2,12,16,1,13,7,11,5,10,4,5
15,17,8,18,3,0,14,10,4,9,16,11,6,2,1,12,13,5,7,10,4,5
15,17,8,18,3,0,14,10,4,9,6,11,16,1,5,7,2,12,13,10,4,5
14,0,3,18,8,17,15,2,9,11,4,7,13,16,10,1,6,5,12,3,7,9
15,17,8,18,3,0,14,10,4,9,5,16,7,2,6,1,12,11,13,10,4,5
15,17,8,18,3,0,14,4,9,7,2,10,6,16,12,5,13,11,1,10,5,4
3,18,8,17,15,2,9,4,10,0,14,6,7,5,16,12,13,11,1,9,5,5
15,17,18,3,0,14,4,9,2,6,11,1,13,10,5,12,16,8,7,5,5,9
15,17,8,18,3,0,14,4,9,7,16,1,10,11,5,6,13,2,12,10,5,4
14,0,3,18,8,17,15,2,9,11,7,16,4,10,12,6,13,1,5,4,6,9
15,17,8,18,3,0,14,4,9,7,12,16,5,6,2,10,1,13,11,10,5,4
15,17,8,18,3,2,7,5,9,4,0,11,10,14,16,13,1,6,12,10,5,4
15,17,8,18,3,0,14,9,7,5,10,13,6,1,12,11,2,16,4,10,5,4
15,17,8,18,3,0,14,10,4,9,2,13,5,7,11,6,1,12,16,10,5,4
15,17,8,18,3,0,14,10,4,9,5,13,1,16,12,11,2,6,7,10,5,4
15,17,8,18,3,0,14,10,4,9,7,2,11,13,12,1,5,6,16,10,5,4
15,17,8,18,3,0,14,4,9,7,2,6,12,10,5,11,16,1,13,10,5,4
15,17,8,18,3,0,14,4,9,7,10,2,16,12,11,1,6,13,5,10,5,4
15,17,8,18,3,0,14,10,4,9,1,12,6,7,5,11,13,2,16,10,5,4
15,17,8,18,3,0,14,10,4,9,2,6,5,7,11,1,12,13,16,10,5,4
8,17,15,18,3,0,14,10,4,9,2,12,13,5,11,6,16,1,7,10,5,4
8,17,15,18,3,2,7,5,9,4,12,0,10,16,13,14,11,6,1,10,5,4
15,17,8,18,3,0,14,10,4,9,13,2,6,16,7,12,5,11,1,10,5,4
15,17,8,18,3,0,14,4,9,7,16,13,5,2,10,1,11,6,12,10,5,4
15,17,8,18,3,0,14,4,9,7,13,10,2,11,5,6,16,12,1,10,5,4
15,17,8,18,3,0,14,4,9,7,10,12,6,1,16,11,2,5,13,10,5,4
15,17,8,18,3,0,14,4,9,7,13,2,5,11,12,16,1,10,6,10,5,4
15,17,8,18,3,0,14,10,4,9,1,7,13,16,12,2,5,11,6,10,5,4
15,17,8,18,3,2,14,4,10,13,5,0,16,6,9,11,1,7,12,10,5,4
15,17,8,18,3,0,14,1,12,6,5,11,4,9,7,16,13,10,2,6,4,9
15,17,8,18,3,0,14,1,4,5,7,13,12,10,11,2,9,6,16,6,5,8
15,17,8,18,3,0,14,10,4,9,11,16,13,1,7,12,6,5,2,10,5,4
15,17,18,3,0,14,10,4,9,2,5,6,13,11,1,12,7,16,8,5,5,9
15,17,18,3,0,14,4,9,2,10,12,6,5,16,8,11,7,13,1,5,5,9
15,17,8,18,3,14,1,12,6,11,10,0,4,7,16,9,5,2,13,10,5,4
15,17,8,18,3,0,14,4,10,2,16,9,1,7,12,11,5,13,6,6,5,8
15,17,8,18,3,14,10,4,9,2,12,6,13,0,7,16,11,5,1,10,5,4
15,17,8,18,3,14,0,4,13,6,11,1,12,10,7,2,5,9,16,7,7,5
8,17,15,18,3,14,10,4,9,2,0,7,13,16,5,6,1,11,12,10,5,4
15,17,8,18,3,0,14,10,11,6,5,12,7,1,9,2,16,4,13,10,5,4
15,17,8,18,3,0,14,1,4,9,11,16,6,12,7,10,13,2,5,6,5,8
10,4,9,14,0,3,18,17,15,1,12,8,7,5,16,13,11,6,2,5,5,9
15,17,8,18,3,0,14,4,10,9,2,1,12,13,16,6,7,5,11,6,5,8
