15,17,8,18,3,0,14,10,4,9,5,16,6,1,13,12,11,2,7,10,4,5
15,17,8,18,3,0,14,10,4,9,16,12,11,1,5,7,13,2,6,10,4,5
15,17,8,18,3,0,14,4,9,7,16,6,5,2,13,10,1,11,12,10,4,5
15,17,8,18,3,0,14,10,4,9,2,5,11,13,7,16,1,6,12,10,4,5
15,17,8,18,3,0,14,10,4,9,2,6,11,5,16,12,7,13,1,10,4,5
15,17,8,18,3,0,14,10,4,9,16,12,13,2,11,5,1,6,7,10,5,4
15,17,8,18,3,0,14,10,4,9,1,16,12,6,13,7,11,2,5,10,5,4
15,17,8,18,3,0,14,10,4,9,11,16,2,12,6,7,5,13,1,10,5,4
15,17,8,18,3,0,14,10,4,9,5,13,16,6,1,2,12,11,7,10,5,4
15,17,8,18,3,0,14,10,4,9,7,12,6,1,16,2,5,13,11,10,5,4
15,17,8,18,3,0,14,10,4,9,11,6,1,12,16,2,13,7,5,10,5,4
15,17,8,18,3,0,14,4,9,7,11,1,10,6,16,12,2,5,13,10,5,4
15,17,8,18,3,0,14,10,4,9,16,2,11,13,12,5,6,1,7,10,5,4
15,17,8,18,3,0,14,4,9,7,2,12,11,6,16,1,5,10,13,10,5,4
15,17,8,18,3,0,14,4,9,7,6,11,16,13,1,12,10,5,2,10,5,4
15,17,8,18,3,0,14,4,9,7,6,12,10,1,5,11,16,13,2,10,5,4
15,17,8,18,3,14,4,9,2,13,0,6,11,10,12,5,7,16,1,9,5,5
15,17,8,18,3,0,14,10,4,9,12,7,6,2,16,11,5,1,13,10,5,4
15,17,8,18,3,0,14,10,4,9,2,11,16,5,6,13,1,12,7,10,5,4
15,17,8,18,3,0,14,10,4,9,2,16,6,7,13,1,12,11,5,10,5,4
15,17,8,18,3,0,14,4,9,7,6,5,1,10,16,11,13,12,2,10,5,4
15,17,8,18,3,0,14,10,4,9,2,12,7,16,5,6,1,11,13,10,5,4
15,17,8,18,3,0,14,10,4,9,11,13,16,6,2,5,1,7,12,10,5,4
15,17,8,18,3,14,4,9,2,11,12,16,5,1,6,7,10,13,0,9,5,5
15,17,8,18,3,14,10,4,9,2,7,12,6,11,1,13,5,16,0,10,5,4
15,17,8,18,3,0,14,10,4,9,2,11,5,16,13,6,1,7,12,10,5,4
15,17,8,18,3,0,14,4,9,2,12,13,10,6,16,5,11,7,1,6,4,9
15,17,8,18,3,0,14,10,4,9,6,2,5,12,11,16,13,1,7,10,5,4
15,17,8,18,3,0,14,10,4,9,5,1,11,13,12,7,6,16,2,10,5,4
15,17,8,18,3,0,14,9,4,10,1,6,11,12,5,2,16,13,7,10,5,4
15,17,8,18,3,14,4,9,7,2,6,10,16,1,13,5,11,12,0,10,5,4
15,17,8,18,3,9,4,10,14,0,7,2,12,13,5,1,11,16,6,10,5,4
15,17,8,18,3,0,14,10,4,9,16,11,2,7,13,1,12,5,6,10,5,4
15,17,8,18,3,0,14,1,12,10,11,4,16,9,13,7,6,5,2,6,5,8
15,17,8,18,3,0,14,1,12,9,6,2,10,7,16,4,11,13,5,6,5,8
15,17,8,18,3,0,14,1,16,5,4,6,13,7,12,9,11,10,2,6,5,8
15,17,8,18,3,0,14,9,5,7,2,11,13,1,16,4,12,6,10,6,6,7
15,17,8,18,2,9,4,14,0,7,5,12,3,1,13,6,16,10,11,5,5,9
15,17,8,18,3,0,14,1,4,5,10,11,6,13,12,16,7,9,2,6,5,8
15,17,8,18,3,0,14,2,9,11,5,10,16,12,7,13,1,6,4,6,6,7
15,17,8,18,3,0,14,1,11,4,10,12,16,9,6,7,5,2,13,6,5,8
15,17,8,18,3,0,14,4,13,2,6,1,12,5,10,9,7,16,11,6,5,8
15,17,8,18,3,14,10,4,9,2,6,16,0,5,7,11,12,13,1,10,5,4
15,17,8,18,3,0,14,1,6,4,13,12,16,11,10,2,5,7,9,6,5,8
