10,4,14,3,18,15,2,9,5,12,13,6,0,11,7,16,1,8,17,9,5,5
18,3,0,14,4,10,9,2,15,5,8,11,16,17,13,12,1,7,6,5,6,8
8,3,0,2,9,4,14,11,6,13,12,15,16,17,1,18,7,5,10,3,7,9
18,3,0,14,4,9,7,5,11,6,1,10,17,15,12,8,16,13,2,8,3,8
8,18,3,0,4,9,5,2,16,11,14,12,17,10,7,13,1,15,6,5,8,6
8,17,18,3,0,14,9,2,5,13,11,12,4,16,7,10,6,1,15,7,7,5
17,15,18,3,0,4,10,13,11,12,1,5,7,9,2,6,8,16,14,9,5,5
11,6,10,4,9,14,0,3,18,15,7,1,8,17,13,5,16,12,2,9,5,5
8,17,18,3,0,14,10,5,4,7,15,9,16,12,2,13,6,1,11,9,6,4
17,15,18,3,0,14,4,9,5,1,16,6,13,12,11,2,7,10,8,9,6,4
17,8,3,0,14,9,4,10,13,11,6,2,7,16,18,15,5,12,1,10,4,5
8,17,18,3,9,4,14,0,10,16,5,13,6,7,2,15,11,1,12,9,6,4
12,1,14,18,8,3,0,7,5,6,15,11,2,9,16,4,10,17,13,3,7,9
18,8,17,15,3,0,10,14,11,4,6,16,1,13,9,12,5,7,2,9,6,4
15,17,18,3,0,14,4,11,2,9,10,16,5,13,8,7,1,12,6,7,6,6
14,0,3,17,15,4,10,6,11,2,13,8,16,1,5,7,18,9,12,5,5,9
14,0,3,18,15,17,8,12,5,2,6,11,4,7,16,9,1,13,10,7,7,5
17,8,3,0,14,10,4,12,13,6,18,2,5,16,11,9,7,15,1,7,7,5
7,9,2,4,14,18,15,8,17,3,1,5,11,13,12,10,16,0,6,10,5,4
17,15,18,0,3,4,14,10,13,11,2,6,9,12,1,16,7,5,8,4,10,5
4,9,2,0,3,15,17,18,8,14,7,11,13,10,12,6,16,1,5,3,7,9
4,9,2,3,17,15,18,0,7,10,14,16,13,8,5,6,1,12,11,4,7,8
